"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"757",0.772,16.344,0.113,0.852,0.533,9.556,3954.403,75.758,0.79,0.343,1.446,0.069,0.15,1.68,2.238,0.578,0.976,0.137,0.137,1990.366,211.783,20.263,14.983,22.46,169.223,40,312.427,0.611,0.489,0.398,1.084,0.018,9.513,0.478,16.152,0.862,0.015,13.894,3.386,0,3.0533,0.0087019,0.0049951,2.9676e-05,1990,0.05905524
"758",0.724,16.215,0.372,0.34,0.269,6.454,4994.135,97.559,0.76,0.447,1.452,0.124,0.294,1.885,4.601,1.996,0.186,0.103,0.103,5854.219,212.542,20.251,459.36,22.762,124.762,40,101.931,0.12,0.588,0.433,1.611,0.002,46.602,1.597,46.034,0.538,0.066,1.93,7.958,0.001,7.1307,0.00039798,0.00033741,4.8236e-05,5890,0.28411004
"759",0.721,16.254,0.179,1.965,0.505,43.959,4171.908,83.699,0.127,0.015,1.58,0.119,0.116,1.75,2.916,1.829,0.958,0.063,0.063,3235.033,241.889,20.34,116.344,21.038,295.36,40,330.488,0.672,0.246,0.619,1.315,0.005,47.01,4.569,37.091,0.877,0.014,6.28,0.685,0.001,4.2863,0.0087968,0.0059671,0.00018979,3250,0.6168175
"760",0.763,15.506,0.489,3.28,0.66,3.618,2212,92.958,0.693,0.204,1.456,0.11,0.123,0.167,3.149,1.208,0.519,0.091,0.091,2232.549,81.957,20.655,570.828,20.711,245.507,40,260.435,0.341,0.399,0.49,1.724,0.013,4.451,3.111,39.209,0.636,0.039,9.032,6.84,0.001,6.0424,0.038816,0.025746,0.0015026,2230,3.350798
"761",0.756,15.497,0.484,1.506,0.742,28.501,4904.274,90.502,0.437,0.175,1.328,0.157,0.264,1.321,4.895,0.796,0.161,0.039,0.039,3521.446,65.702,20.614,565.334,22.989,196.786,40,329.386,0.277,0.823,0.381,1.6,0.021,31.553,3.446,70.213,1.283,0.034,10.901,2.371,0,5.6142,0.0025942,0.0014053,4.8404e-05,3520,0.17038208
"762",0.764,19.605,0.302,2.394,0.876,43.215,2833.325,51.137,0.304,0.213,1.489,0.14,0.261,0.837,0.507,0.81,0.385,0.062,0.062,4139.555,92.719,24.375,482.047,20.207,415.414,40,337.768,0.187,0.335,0.218,1.498,0.024,25.527,1.565,40.878,1.103,0.059,2.89,0.312,0,0.55004,0.0072319,0.0017125,2.0279e-05,4140,0.08395506
"763",0.732,18.368,0.473,1.907,0.979,41.533,4228.396,77.277,0.392,0.423,1.357,0.014,0.25,1.023,2.543,1.904,0.822,0.056,0.056,5473.881,364.76,22.845,141.451,20.141,395.67,40,268.442,0.312,0.313,0.516,1.616,0.019,52.317,2.173,50.189,0.313,0.111,1.868,6.199,0.001,3.1967,0.032981,0.017584,0.00023311,5480,1.2774428
"764",0.721,16.88,0.418,2.876,0.812,4.081,2584.895,74.609,0.373,0.108,1.454,0.111,0.112,1.682,1.517,0.918,0.955,0.154,0.154,1177.948,357.957,20.797,577.373,23.361,409.773,40,289.695,0.724,0.861,0.134,1.471,0.014,54.298,3.553,77.537,0.865,0.06,12.815,9.181,0,2.9187,0.062258,0.045213,0.0006914,1180,0.815852
"765",0.776,17.948,0.403,2.802,0.668,13.148,4383.887,51.092,0.17,0.282,1.45,0.053,0.194,1.186,3.683,0.582,0.978,0.193,0.193,4721.346,27.349,23.51,483.638,22.473,272.542,40,291.174,0.515,0.916,0.545,1.362,0.011,53.652,3.012,55.797,0.351,0.113,3.153,6.284,0.001,0.54017,0.00078716,0.00056637,7.1688e-06,4730,0.033908424
"766",0.739,18.014,0.15,1.19,0.216,13.179,3317.985,96.859,0.737,0.332,1.313,0.152,0.238,0.681,0.303,1.73,0.893,0.039,0.039,5535.658,254.486,24.737,251.72,23.678,203.999,40,187.787,0.072,0.321,0.214,1.566,0.009,42.23,2.45,60.684,0.149,0.099,4.098,9.377,0.001,6.9186,0.017181,0.01287,0.0016038,5540,8.885052
"767",0.721,18.094,0.331,2.828,0.252,46.165,2909.853,95.9,0.547,0.32,1.485,0.157,0.157,1.632,4.641,1.06,0.554,0.109,0.109,974.675,308.3,22.771,396.131,21.775,167.855,40,187.371,0.583,0.234,0.654,1.45,0.004,4.759,3.581,44.765,0.93,0.061,7.015,9.489,0,6.7137,0.010791,0.0093006,0.0022822,977,2.2297094
"768",0.725,16.182,0.44,2.668,0.803,10.98,3929.24,89.6,0.994,0.025,1.381,0.147,0.127,0.912,1.846,1.104,0.706,0.096,0.096,5432.341,199.116,24.21,691.574,23.54,195.934,40,310.969,0.547,0.457,0.141,1.237,0.009,6.865,4.459,33.52,1.252,0.055,4.531,5.654,0,5.3932,0.043343,0.029816,0.0015591,5430,8.465913
"769",0.777,17.215,0.139,3.224,0.317,20.927,3094.417,66.757,0.318,0.254,1.353,0.032,0.101,1.087,1.773,0.765,0.341,0.041,0.041,4548.847,312.596,24.424,91.276,21.302,371.789,40,90.811,0.514,0.694,0.274,1.474,0.027,42.069,1.486,29.608,0.805,0.007,14.149,7.762,0,1.9271,0.0024676,0.0009776,5.0779e-06,4550,0.023104445
"770",0.74,17.429,0.248,2.771,0.666,31.056,3060.318,84.779,0.081,0.466,1.337,0.085,0.117,0.743,3.283,0.538,0.24,0.174,0.174,3696.045,10.019,20.455,164.252,24.213,102.088,40,190.605,0.506,0.145,0.699,1.108,0.004,3.898,3.841,52.511,0.936,0.113,4.882,7.948,0.001,4.484,0.00036498,0.00032719,5.8807e-05,3710,0.21817397
"771",0.764,16.128,0.139,1.15,0.649,41.788,2635.51,64.683,0.835,0.103,1.446,0.126,0.155,0.611,5.146,1.448,0.152,0.046,0.046,2423.355,40.147,20.144,491.068,20.156,329.951,40,56.886,0.154,0.491,0.464,1.73,0.011,22.322,1.462,55.236,0.515,0.061,4.418,2.45,0,1.7217,0.0022965,0.0012661,2.0969e-05,2430,0.05095467
"772",0.766,19.682,0.143,2.676,0.782,12.815,2388.101,61.851,0.665,0.375,1.535,0.003,0.274,1.593,4.665,0.609,0.714,0.127,0.127,2627.856,294.335,22.623,97.777,20.357,253.567,40,114.305,0.311,0.318,0.778,1.084,0.027,24.338,0.238,12.555,0.532,0.029,6.825,0.825,0,1.4218,0.0090762,0.0024926,2.3518e-05,2630,0.06185234
"773",0.722,18.681,0.385,0.615,0.435,16.291,3602.023,65.675,0.426,0.129,1.644,0.032,0.182,0.985,5.712,1.274,0.793,0.12,0.12,3442.628,149.601,24.203,636.701,23.262,156.497,40,298.869,0.406,0.91,0.438,1.391,0.007,57.306,3.321,45.796,1.409,0.03,12.55,2.429,0,1.835,0.0012243,0.00084055,1.3498e-05,3450,0.0465681
"774",0.746,18.346,0.365,0.298,0.713,24.339,3864.533,72.435,0.872,0.444,1.56,0.074,0.105,1.329,3.484,1.602,0.946,0.131,0.131,2039.668,236.41,20.855,711.311,24.004,98.695,40,85.709,0.678,0.963,0.264,1.386,0.03,50.703,4.068,37.728,1.47,0.078,10.515,6.816,0.001,2.5228,0.019964,0.0096268,8.1494e-05,2040,0.16624776
"775",0.73,16.461,0.323,0.243,0.301,30.083,3049.368,63.324,0.637,0.331,1.647,0.03,0.276,0.679,0.79,1.527,0.872,0.12,0.12,1259.283,195.086,21.003,8.246,20.839,146.471,40,52.416,0.221,0.421,0.423,1.102,0.003,56,2.882,67.854,1.36,0.087,9.396,8.944,0,1.5152,0.0016259,0.0015203,3.4788e-05,1270,0.04418076
"776",0.737,18.316,0.202,1.766,0.618,34.021,4750.118,58.684,0.543,0.077,1.557,0.113,0.156,0.294,1.287,0.517,0.12,0.045,0.045,2183.726,172.622,20.002,510.35,24.093,414.95,40,324.852,0.595,0.094,0.606,1.069,0.005,39.81,2.287,67.396,0.873,0.13,14.025,7.911,0.001,1.1546,0.00060396,0.00056365,0.00015944,2200,0.350768
"777",0.738,16.801,0.197,4.839,0.334,11.236,3355.798,77.392,0.652,0.414,1.554,0.131,0.213,0.977,5.87,1.515,0.983,0.052,0.052,4045.265,285.7,20.245,704.843,24.786,163.292,40,301.746,0.598,0.08,0.788,1.662,0.001,59.654,2.942,56.685,1.257,0.092,11.091,9.883,0,3.1836,0.001163,0.0011406,0.00060558,4190,2.5373802
"778",0.765,19.279,0.172,4.167,0.888,38.262,2881.316,71.159,0.263,0.081,1.35,0.029,0.133,0.685,0.958,1.157,0.401,0.068,0.068,4323.361,73.153,20.698,26.436,21.822,120.64,40,228.571,0.564,0.964,0.25,1.334,0.007,46.233,0.05,36.055,1.371,0.08,3.207,5.316,0,2.4241,0.0080559,0.0057178,2.3495e-05,4330,0.10173335
"779",0.723,19.219,0.433,4.73,0.759,6.834,3380.071,86.58,0.583,0.456,1.566,0.095,0.29,0.236,3.11,1.991,0.736,0.115,0.115,2400.497,242.087,23.072,112.116,20.702,331.964,40,9.18,0.231,0.513,0.451,1.731,0.018,49.63,1.297,16.735,0.331,0.048,7.475,8.621,0,4.8585,0.087327,0.050195,0.0010393,2400,2.49432
"780",0.749,15.065,0.288,4.705,0.906,24.709,4084.653,70.697,0.254,0.27,1.396,0.157,0.159,0.874,5.266,1.082,0.688,0.134,0.134,3592.132,222.298,20.441,405.49,22.932,200.181,40,256.679,0.405,0.699,0.418,1.278,0.007,13.409,3.95,35.439,0.25,0.018,4.055,9.7,0.001,2.3966,0.0055156,0.0038519,5.439e-05,3600,0.195804
"781",0.747,15.1,0.166,3.614,0.299,27.118,2494.635,76.096,0.071,0.104,1.409,0.117,0.268,0.761,0.571,1.783,0.396,0.138,0.138,915.029,7.427,21.903,247.131,21.462,246.097,40,77.967,0.118,0.36,0.184,1.723,0.029,49.508,2.625,30.414,1.418,0.053,5.787,3.716,0.001,3.0499,0.028107,0.013455,0.00018388,915,0.1682502
"782",0.777,18.622,0.454,2.436,0.846,23.521,2721.575,57.164,0.209,0.066,1.481,0.005,0.152,0.035,0.832,0.987,0.544,0.056,0.056,4880.112,127.418,22.009,194.458,22.315,211.3,40,222.098,0.386,1,0.391,1.288,0.017,51.565,1.626,79.046,0.806,0.01,11.921,1.099,0,0.97126,0.010167,0.0039492,1.1654e-05,4890,0.05698806
"783",0.768,16.706,0.265,1.563,0.859,23.762,2932.542,85.067,0.356,0.22,1.562,0.005,0.274,1.172,5.394,1.235,0.575,0.064,0.064,5871.781,91.666,20.756,709.791,22.748,310.828,40,217.316,0.239,0.788,0.164,1.739,0.011,29.388,4.318,33.279,0.069,0.038,7.162,4.907,0.001,4.4727,0.0044519,0.0024501,5.1059e-05,5870,0.29971633
"784",0.74,17.033,0.465,3.035,0.83,25.771,3875.34,86.294,0.521,0.353,1.443,0.008,0.112,0.019,5.566,1.721,0.692,0.009,0.009,4227.117,338.465,23.293,34.565,22.225,180.876,40,184.809,0.536,0.856,0.599,1.114,0.026,50.489,2.794,37.909,0.489,0.006,1.646,1.99,0.001,4.6341,0.048007,0.022325,0.00014369,4230,0.6078087
"785",0.726,16.2,0.125,2.635,0.954,25.153,3141.608,73.431,0.919,0.17,1.463,0.097,0.239,1.019,5.509,0.874,0.941,0.017,0.017,3128.535,51.283,22.745,592.026,22.075,276.512,40,7.685,0.178,0.317,0.796,0.865,0.026,46.801,4.727,65.092,0.952,0.057,8.681,2.508,0.001,2.6532,0.016433,0.0095291,0.00023981,3140,0.7530034
"786",0.743,15.46,0.387,0.943,0.813,6.927,2761.449,94.158,0.894,0.013,1.426,0.155,0.267,0.412,1.556,1.62,0.715,0.061,0.061,4634.136,55.472,23.437,560.983,23.402,295.66,40,154.469,0.168,0.677,0.338,0.964,0.014,59.806,2.591,59.934,0.495,0.06,5.991,9.253,0.001,6.2388,0.044466,0.034218,0.0020864,4640,9.680896
"787",0.721,19.25,0.325,0.221,0.785,10.24,4329.501,90.376,0.112,0.418,1.592,0.029,0.144,0.457,3.573,0.684,0.912,0.175,0.175,5320.321,211.891,23.151,40.254,21.824,119.07,40,269.456,0.163,0.467,0.31,1.378,0.024,0.84,0.553,30.486,1.487,0.068,4.207,0.492,0.001,5.407,0.0021979,0.00088715,1.0552e-05,5320,0.05613664
"788",0.731,15.423,0.345,4.346,0.107,14.308,4605.239,74.149,0.629,0.383,1.596,0.105,0.12,1.874,2.279,0.649,0.62,0.099,0.099,1240.476,30.744,23.913,606.448,20.358,369.995,40,240.89,0.036,0.022,0.781,1.163,0.02,43.668,3.083,63.263,1.106,0.135,4.48,2.949,0,2.7918,0.010244,0.0075283,0.0015861,1250,1.982625
"789",0.765,18.376,0.379,3.67,0.473,37.416,2333.772,64.024,0.549,0.281,1.408,0.108,0.147,1.334,2.648,0.751,0.183,0.174,0.174,3742.892,242.013,20.693,385.338,23.49,308.281,40,203.068,0.272,0.28,0.392,1.716,0.025,27.317,4.042,62.234,1.295,0.095,8.523,4.411,0.001,1.6262,0.0021664,0.0010136,2.7393e-05,3740,0.10244982
"790",0.737,16.911,0.421,0.587,0.638,25.971,3730.316,59.046,0.746,0.174,1.635,0.125,0.131,0.487,3.571,0.656,0.1,0.084,0.084,4517.613,95.668,21.826,455.534,21.7,126.904,40,303.674,0.562,0.795,0.513,1.729,0.003,18.079,3.624,21.557,1.191,0.136,4.608,7.467,0,1.1466,0.00034487,0.0002892,6.7551e-06,4530,0.030600603
"791",0.729,17.4,0.208,3.527,0.499,28.536,3017.32,63.18,0.149,0.302,1.521,0.101,0.17,0.974,3.949,0.695,0.926,0.187,0.187,5116.127,28.566,22.666,651.224,22.224,300.32,40,361.224,0.614,0.668,0.507,0.949,0.012,40.847,1.215,78.794,0.44,0.127,7.531,9.72,0.001,1.5202,0.0004991,0.00042384,1.5364e-05,5130,0.07881732
"792",0.774,16.72,0.372,3.17,0.981,27.273,4516.447,58.863,0.02,0.09,1.616,0.044,0.241,1.35,0.133,0.722,0.276,0.003,0.003,1278.414,32.085,20.017,362.682,20.763,368.437,40,180.916,0.45,0.291,0.444,1.506,0.025,9.609,4.346,48.246,0.947,0.05,1.72,1.957,0.001,1.1386,0.0076105,0.0031393,6.3242e-05,1280,0.08094976
"793",0.78,15.411,0.341,0.844,0.599,35.199,4528.292,53.436,0.99,0.379,1.426,0.008,0.223,1.275,3.953,1.279,0.947,0.054,0.054,2613.157,309.353,24.581,393.096,22.166,407.066,40,271.061,0.597,0.738,0.258,1.24,0.023,3.446,3.923,35.46,0.763,0.11,10.483,6.321,0,0.66249,0.0037476,0.0020772,1.6682e-05,2610,0.04354002
"794",0.756,19.423,0.438,2.497,0.612,7.345,4378.465,94.597,0.08,0.152,1.49,0.158,0.128,0.061,0.713,0.571,0.335,0.184,0.184,4832.737,352.974,21.497,125.452,24.976,129.684,40,103.794,0.488,0.017,0.733,1.038,0.026,58.5,2.889,10.092,1.269,0.044,0.599,0.453,0.001,6.4449,0.015188,0.0080844,0.0033238,4850,16.12043
"795",0.722,16.916,0.43,2.188,0.51,31.601,2546.243,84.91,0.059,0.398,1.375,0.119,0.226,1.57,5.244,1.215,0.549,0.047,0.047,1258.199,227.401,24.052,591.441,20.158,214.986,40,82.755,0.744,0.123,0.168,1.451,0.029,4.286,3.036,43.79,0.211,0.124,11.223,0.571,0,4.4864,0.0042425,0.0032006,0.00051053,1260,0.6432678
"796",0.773,15.101,0.175,0.7,0.819,25.632,3584.468,57.183,0.824,0.295,1.448,0.035,0.147,1.906,4.715,0.806,0.913,0.086,0.086,3744.699,36.742,23.089,322.976,23.323,259.584,40,275.067,0.324,0.202,0.62,1.398,0.012,37.319,1.89,18.979,0.656,0.11,11.507,5.796,0,0.95417,0.0014435,0.00090624,3.5853e-05,3750,0.13444875
"797",0.745,18.66,0.161,4.924,0.96,2.358,3549.474,79.19,0.928,0.363,1.517,0.047,0.106,0.309,1.027,1.438,0.498,0.009,0.009,3568.345,96.669,24.924,145.597,24.148,119.251,40,150.389,0.404,0.256,0.37,1.243,0.021,22.478,2.816,6.836,0.329,0.049,2.031,9.265,0,3.5254,0.10036,0.051416,0.001188,3570,4.24116
"798",0.768,18.974,0.243,3.175,0.659,1.821,3174.164,66.056,0.395,0.118,1.48,0.079,0.133,0.265,5.888,0.796,0.351,0.063,0.063,2792.788,97.511,24.043,243.536,20.152,381.08,40,45.093,0.722,0.644,0.56,1.542,0.007,16.549,1.065,4.596,1.167,0.005,8.541,9.505,0,1.8243,0.0014139,0.00095537,1.3052e-05,2800,0.0365456
"799",0.751,16.157,0.212,0.246,0.611,24.406,4691.134,89.617,0.943,0.351,1.619,0.018,0.128,0.608,5.955,1.209,0.154,0.128,0.128,5671.477,145.791,23.668,130.634,24.595,402.651,40,97.129,0.411,0.993,0.466,1.63,0.013,11.294,1.225,53.076,1.09,0.003,5.029,8.671,0.001,5.3874,0.001254,0.00063169,5.6474e-06,5670,0.032020758
"800",0.759,15.874,0.376,0.594,0.105,15.679,3576.528,78.355,0.945,0.371,1.388,0.028,0.196,1.636,2.691,1.694,0.42,0.019,0.019,1061.808,73.48,21.328,341.596,21.318,301.802,40,317.524,0.039,0.819,0.161,1.476,0.011,48.26,3.768,15.059,0.175,0.099,4.213,5.176,0,3.3337,0.0062542,0.00425,6.2433e-05,1060,0.06617898
"801",0.735,18.735,0.437,2.121,0.503,42.112,2018.11,85,0.133,0.222,1.399,0.095,0.214,1.798,2.691,1.074,0.37,0.082,0.082,3861.633,258.722,22.478,380.421,20.158,333.322,40,356.665,0.369,0.264,0.246,1.686,0.027,42.537,0.628,38.902,0.813,0.046,6.085,6.359,0.001,4.4925,0.0061188,0.003014,0.00012671,3860,0.4891006
"802",0.729,19.161,0.232,1.72,0.407,5.542,4681.288,87.431,0.498,0.402,1.535,0.126,0.28,1.986,5.335,1.762,0.406,0.081,0.081,5606.326,172.502,22.381,442.546,20.623,354.15,40,207.014,0.737,0.341,0.635,1.077,0.02,43.416,2.726,79.081,0.326,0.049,10.559,9.739,0,4.8563,0.0028843,0.0020793,0.00013226,5610,0.7419786
"803",0.754,18.62,0.379,0.841,0.794,48.224,3417.773,88.122,0.126,0.292,1.567,0.149,0.171,0.039,0.36,1.178,0.477,0.165,0.165,3990.081,139.368,24.446,22.408,24.418,366.003,40,84.223,0.423,0.395,0.518,1.708,0.025,14.153,3.025,57.45,1.321,0.132,0.885,7.431,0.001,5.0094,0.012986,0.0077373,0.00011038,3990,0.4404162
"804",0.771,15.824,0.461,0.133,0.612,15.66,3023.139,92.328,0.321,0.316,1.41,0.108,0.144,1.221,1.289,0.817,0.959,0.141,0.141,3641.177,258.847,20.137,308.571,24.971,375.159,40,322.422,0.693,0.789,0.361,1.12,0.009,55.87,1.659,13.457,1.213,0.012,14.663,0.749,0.001,5.7959,0.0058024,0.0039162,0.00014554,3650,0.531221
"805",0.729,18.2,0.322,1.501,0.527,5.167,4074.593,96.128,0.535,0.243,1.456,0.102,0.289,1.963,2.921,1.595,0.812,0.032,0.032,4620.605,157.217,23.693,20.263,24.624,225.659,40,146.555,0.579,0.345,0.552,1.638,0.024,6.832,2.755,21.176,0.098,0.026,8.597,5.944,0.001,6.7126,0.033339,0.015439,0.00037899,4620,1.7509338
"806",0.77,19.7,0.11,1.469,0.617,8.111,4539.682,83.605,0.697,0.16,1.494,0.064,0.185,0.917,5.65,1.154,0.238,0.11,0.11,1072.73,83.117,22.096,421.978,22,195.632,40,44.723,0.232,0.561,0.457,1.104,0.006,0.945,3.756,44.824,1.469,0.017,0.313,7.97,0.001,4.295,0.0023439,0.0019132,0.0001246,1070,0.133322
"807",0.731,15.549,0.442,3.142,0.568,12.728,2287.269,78.494,0.414,0.35,1.442,0.012,0.295,1.388,4.04,1.763,0.84,0.015,0.015,3847.747,326.516,23.434,527.869,23.366,293.352,40,327.248,0.491,0.816,0.268,1.466,0.002,28.248,1.267,79.837,0.826,0.002,3.86,4.298,0.001,3.3392,0.011588,0.0090523,0.00019603,3860,0.7566758
"808",0.761,16.47,0.403,3.986,0.72,19.741,3413.324,62.657,0.058,0.061,1.643,0.069,0.102,0.793,0.6,0.899,0.137,0.181,0.181,3060.615,221.393,23.957,577.659,22.021,332.668,40,319.454,0.492,0.731,0.664,1.475,0.022,51.964,0.399,3.29,0.921,0.083,11.106,4.317,0.001,1.5077,0.0038111,0.0014497,1.5511e-05,3060,0.04746366
"809",0.749,17.329,0.329,1.757,0.183,6.57,3413.97,65.291,0.637,0.135,1.599,0.094,0.249,0.706,1.719,1.056,0.268,0.138,0.138,3733.117,50.397,24.521,545.758,23.082,105.521,40,95.256,0.722,0.12,0.567,1.708,0.02,14.441,1.632,14.057,0.586,0.033,12.553,0.03,0,1.7327,0.003931,0.00114,6.9524e-05,3730,0.25932452
"810",0.735,15.842,0.183,0.594,0.926,13.696,3535.573,69.043,0.657,0.261,1.387,0.109,0.213,1.815,5.032,1.272,0.58,0.055,0.055,1704.028,286.052,21.856,390.392,24.54,195.708,40,302.761,0.692,0.58,0.551,1.361,0.029,54.416,3.677,38.97,1.1,0.089,3.614,4.211,0.001,2.1436,0.0073525,0.0032616,4.4529e-05,1710,0.07614459
"811",0.775,19.776,0.243,1.417,0.184,49.268,3442.383,96.172,0.42,0.326,1.58,0.1,0.163,0.012,3.23,1.678,0.984,0.05,0.05,5390.364,43.187,24.031,28.111,24.2,132.682,40,91.01,0.457,0.418,0.581,1.164,0.009,22.328,0.645,78.634,0.532,0.134,3.53,8.127,0.001,6.7117,0.0042171,0.0034567,0.00016706,5400,0.902124
"812",0.772,17.77,0.179,0.718,0.557,46.065,3329.254,84.226,0.341,0.358,1.361,0.095,0.211,0.448,4.011,1.014,0.848,0.009,0.009,2553.058,219.267,20.671,308.4,21.258,182.78,40,7.305,0.414,0.784,0.382,1.2,0.02,33.64,2.781,48.141,0.567,0.059,13.075,4.368,0.001,4.2831,0.0040898,0.0028249,5.4425e-05,2550,0.13878375
"813",0.737,18.671,0.391,2.159,0.921,26.266,3865.444,56.894,0.087,0.339,1.397,0.085,0.297,2,4.669,1.809,0.447,0.2,0.2,1968.324,93.06,24.832,211.289,24.434,127.521,40,24.53,0.137,0.996,0.434,0.872,0.029,16.816,3.433,7.987,0.308,0.019,2.98,5.131,0,0.98017,0.0075043,0.0033344,1.8298e-05,1970,0.03604706
"814",0.732,17.736,0.166,0.608,0.47,10.48,2452.421,97.829,0.462,0.258,1.578,0.072,0.264,1.029,2.324,1.982,0.383,0.142,0.142,4376.232,293.039,20.483,608.381,21.465,160.016,40,26.778,0.332,0.494,0.592,1.577,0.016,58.917,3.959,1.029,0.457,0.047,0.836,6.123,0,7.1319,0.0096733,0.0043416,0.00029821,4380,1.3061598
"815",0.727,17.862,0.258,3.425,0.26,43.934,2197.092,61.003,0.915,0.27,1.429,0.142,0.151,1.746,0.518,1.199,0.361,0.045,0.045,1828.217,331.592,21.441,705.68,24.98,266.788,40,359.983,0.479,0.942,0.716,1.21,0.018,24.507,3.13,12.487,0.368,0.122,12.329,9.914,0.001,1.3206,0.020422,0.012681,9.2916e-05,1830,0.17003628
"816",0.728,18.895,0.313,2.698,0.426,0.05,4363.69,68.626,0.214,0.302,1.615,0.112,0.284,1.259,3.84,1.268,0.524,0.125,0.125,3179.143,222.643,21.08,398.054,24.731,403.852,40,183.832,0.095,0.765,0.288,0.879,0.026,41.394,2.544,58.815,0.024,0.138,2.619,4.034,0.001,2.1672,0.0024909,0.0016698,3.0493e-05,3180,0.09696774
"817",0.725,15.233,0.425,1.674,0.872,33.871,2607.651,51.257,0.509,0.402,1.618,0.123,0.279,1.373,3.731,1.439,0.123,0.097,0.097,1956.263,128.079,22.336,214.183,21.115,173.661,40,157.176,0.221,0.21,0.347,1.502,0.011,10.69,1.967,76.84,1.02,0.12,9.853,9.457,0.001,0.5379,0.0011617,0.00093046,4.3712e-05,1960,0.08567552
"818",0.748,18.645,0.426,1.128,0.409,34.374,3003.746,74.662,0.871,0.456,1.585,0.141,0.276,1.307,3.316,1.937,0.648,0.132,0.132,2251.915,148.767,23.833,241.901,20.036,285.119,40,117.02,0.433,0.347,0.399,1.196,0.02,50.135,2.116,5.543,0.473,0.11,13.793,7.423,0,2.9215,0.033993,0.019282,0.00029063,2250,0.6539175
"819",0.732,19.686,0.426,3.166,0.19,29.346,3349.506,87.022,0.55,0.187,1.517,0.119,0.11,1.028,3.461,0.999,0.35,0.093,0.093,3759.753,261.657,22.567,135.609,24.523,151.058,40,240.629,0.08,0.703,0.762,0.905,0.021,17.839,1.898,60.701,0.277,0.099,4.347,7.006,0,4.8595,0.0047641,0.0036602,9.7527e-05,3760,0.36670152
"820",0.722,19.707,0.129,0.226,0.3,24.13,2498.808,78.88,0.639,0.443,1.446,0.137,0.19,0.568,3.611,1.927,0.709,0.114,0.114,1508.522,37.194,20.566,623.574,21.585,257.258,40,107.999,0.523,0.481,0.213,0.895,0.021,11.727,1.161,37.29,0.795,0.119,7.484,6.044,0.001,3.537,0.003206,0.0024838,0.00011706,1510,0.1767606
"821",0.769,15.855,0.389,1.454,0.372,9.504,2708.213,60.261,0.274,0.007,1.435,0.125,0.254,1.335,5.535,0.818,0.974,0.1,0.1,2812.369,154.028,22.019,275.309,23.19,328.643,40,260.824,0.395,0.09,0.164,1.405,0.015,38.301,4.027,33.538,0.254,0.027,4.172,5.515,0.001,1.2263,0.0034334,0.0015954,9.672e-05,2820,0.2727504
"822",0.767,16.421,0.385,1.646,0.193,44.18,2509.011,95.401,0.54,0.053,1.642,0.156,0.292,1.094,1.873,1.119,0.659,0.103,0.103,4778.65,13.949,23.991,314.326,21.625,185.319,40,345.899,0.41,0.907,0.163,0.926,0.03,36.79,3.243,68.308,0.029,0.126,3.854,3.433,0.001,6.4355,0.014088,0.0098788,0.00036962,4780,1.7667836
"823",0.738,16.268,0.109,2.258,0.948,42.89,3887.308,68.884,0.172,0.054,1.397,0.156,0.223,1.665,5.857,1.396,0.297,0.087,0.087,4564.801,122.901,22.329,42.828,23.572,332.584,40,9.132,0.666,0.983,0.328,1.338,0.023,53.82,3.107,46.712,0.559,0.073,13.562,5.333,0.001,2.1477,0.0016658,0.00089075,2.4314e-06,4570,0.011111498
"824",0.744,19.118,0.372,2.69,0.161,8.834,3424.124,87.675,0.348,0.354,1.641,0.112,0.134,0.405,4.506,0.511,0.491,0.003,0.003,3224.717,149.843,23.48,535.761,21.576,367.881,40,232.741,0.145,0.772,0.663,1.683,0.03,9.447,4.56,26.397,0.277,0.017,5.583,4.339,0.001,5.0143,0.0029123,0.0012463,3.2378e-05,3230,0.10458094
"825",0.73,18.847,0.211,2.082,0.693,19.063,3265.702,57.77,0.367,0.074,1.58,0.027,0.134,0.905,3.856,0.852,0.125,0.127,0.127,1970.833,101.802,24.855,20.045,20.592,391.043,40,338.542,0.312,0.52,0.627,0.937,0.018,2.126,4.305,66.007,0.893,0.127,5.241,0.564,0,1.0688,0.0024835,0.0018013,7.2307e-06,1970,0.014244479
"826",0.73,16.404,0.237,4.277,0.484,40.593,2112.048,61.527,0.004,0.38,1.325,0.028,0.128,1.785,3.534,1.656,0.682,0.059,0.059,5433.83,89.636,21.716,436.049,23.725,229.159,40,47.347,0.494,0.882,0.27,1.452,0.015,7.412,4.258,65.38,0.413,0.091,7.595,6.932,0.001,1.4108,0.00084394,0.00055561,6.4454e-06,5430,0.034998522
